"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 30 22:15:06 IDT 2023","Sun Jul 30 22:15:08 IDT 2023","1983","","TestApi2","","TestApi2","chooseStatus","chooseStatus()","Пример теста с REST Assured и Allure"
